Tangra v3.7.0.5
Measurments of 4 objects
D:\SharpCap Captures\(75975) 2000 CD121\2025-12-04\Light\08_48_48Z_.adv
Asteroidal Video (ADV2.16), Time: Timestamp Saving During Recording


Reversed Gamma, Colour, Measured Band, Integration, Digital Filter, Signal Method, Background Method, Instrumental Delay Corrections, Camera, AAV Integration, First Frame, Last Frame, Reversed Camera Response, Video File Format, Acquisition Delay (ms)
1.00,no,Red,no,NoFilter,AperturePhotometry,AverageBackground,Not Required,asi462mm,,7,1383,,ADV,8.0

Object, Type, Aperture, Tolerance, FWHM, Measured, StartingX, StartingY, Fixed
1,OccultedStar,3.09,4.78,2.33,yes,141.7,253.0,no
2,GuidingStar,3.09,,2.32,yes,105.9,276.7,no
3,GuidingStar,3.09,,2.37,yes,165.0,142.9,no
4,GuidingStar,3.09,,2.32,yes,365.9,244.6,no


FrameNo,Time (UT),Signal (1), Background (1),Signal (2), Background (2),Signal (3), Background (3),Signal (4), Background (4)
1117,[08:49:55.278],87455,37544,105740,41795,95621,43241,163160,41550
1118,[08:49:55.338],83859,44869,97446,43752,108560,44280,155320,41781
1119,[08:49:55.398],82628,42693,99430,40562,104690,44758,163810,42518
1120,[08:49:55.458],83768,42892,103150,44890,99044,41525,162380,44434
1121,[08:49:55.518],80989,42946,102170,44442,90837,40610,167450,44366
1122,[08:49:55.578],96230,43449,101240,42375,108110,43785,158540,42821
1123,[08:49:55.638],90197,42852,97743,44226,108920,44014,166710,43622
1124,[08:49:55.698],90317,44773,94959,44187,97991,44494,157040,43408
1125,[08:49:55.758],88738,44850,109510,45217,105090,44049,165440,42988
1126,[08:49:55.818],78387,39963,105980,44575,103470,43700,156820,43365
1127,[08:49:55.879],86976,44734,108370,43929,88899,44317,160600,45651
1128,[08:49:55.938],86126,42863,100660,42407,112070,43485,158350,43749
1129,[08:49:55.998],85532,43480,107770,43992,94643,43701,163750,43654
1130,[08:49:56.058],76361,45884,105290,43703,98173,43819,167740,42051
1131,[08:49:56.118],85268,43912,99961,41997,99363,45116,151510,38091
1132,[08:49:56.178],88908,44195,92366,44463,102340,45225,153310,40268
1133,[08:49:56.238],89417,44344,100850,42817,96169,36699,151140,43178
1134,[08:49:56.298],77902,42707,101650,44773,99939,45360,168980,41789
1135,[08:49:56.358],80586,44077,110170,44511,104840,43757,158090,42528
1136,[08:49:56.419],86208,43466,104910,44984,108030,43816,180860,44041
1137,[08:49:56.479],91739,45099,105820,43038,101010,45121,150270,42835
1138,[08:49:56.538],79704,43068,93013,45784,95470,45753,145020,43736
1139,[08:49:56.599],76946,43916,97020,45767,97364,41699,169460,43819
1140,[08:49:56.658],81377,41751,101500,44659,99119,42845,175780,44382
1141,[08:49:56.718],88694,45646,105700,43695,100690,41429,147970,44957
1142,[08:49:56.779],84534,42997,106000,44657,111190,44393,162160,43224
1143,[08:49:56.839],83216,44696,100560,41276,109680,44228,158870,43235
1144,[08:49:56.899],83310,43382,106860,40072,105910,45092,156090,43687
1145,[08:49:56.958],82742,43988,100080,45258,93290,42928,187240,41925
1146,[08:49:57.019],77434,45370,103680,44933,105700,44471,174430,42524
1147,[08:49:57.078],78962,46350,103670,47908,100990,46115,167300,44507
1148,[08:49:57.138],83113,42461,107260,41694,98034,45908,165240,44008
1149,[08:49:57.199],82667,44262,105630,41108,98286,43837,141770,45114
1150,[08:49:57.259],82420,42746,102770,42314,108680,44358,164230,43523
1151,[08:49:57.320],81803,43946,101890,42526,103860,43624,171540,42275
1152,[08:49:57.379],98945,46724,102010,47730,99632,45444,162720,42438
1153,[08:49:57.439],91703,45335,104300,44834,98211,44245,167960,42559
1154,[08:49:57.498],88031,44852,97176,45752,105270,44507,158010,45131
1155,[08:49:57.558],76882,43280,92174,42243,93221,45051,143730,44202
1156,[08:49:57.618],86431,43712,104740,43645,96619,45160,166150,43481
1157,[08:49:57.679],95236,44265,104180,44503,97142,42208,155350,44731
1158,[08:49:57.738],76738,43670,102870,42861,100700,44896,156070,42912
1159,[08:49:57.799],88021,43749,91638,40479,111070,46567,169410,45509
1160,[08:49:57.858],80541,44041,101310,44173,90533,42393,146550,38294
1161,[08:49:57.919],80654,40788,103280,43981,98784,38917,157460,44513
1162,[08:49:57.978],85487,40517,107720,44548,103340,44618,147680,44818
1163,[08:49:58.039],79402,42293,103480,43082,94363,44002,146480,46009
1164,[08:49:58.099],80240,42935,113020,45082,96930,41941,156440,43841
1165,[08:49:58.160],82449,43927,111870,42549,100570,44330,152010,43884
1166,[08:49:58.219],88693,42789,104660,43388,107190,45460,159480,43956
1167,[08:49:58.279],73201,45190,96946,44588,98612,44914,143330,43566
1168,[08:49:58.339],73050,43404,97698,45326,98066,43343,154270,45589
1169,[08:49:58.399],79630,43049,105900,43593,101210,45843,149280,44758
1170,[08:49:58.459],76526,40747,90392,43941,96376,45625,147450,43429
1171,[08:49:58.519],90954,45417,96270,45991,96165,43204,153690,40976
1172,[08:49:58.579],86857,44190,90551,45180,97617,46659,158160,43913
1173,[08:49:58.639],90018,43805,97514,41809,101140,43511,146630,42078
1174,[08:49:58.699],79754,43816,96936,43703,98580,42539,149540,44361
1175,[08:49:58.759],89502,43849,108610,44853,93044,44642,141730,40895
1176,[08:49:58.819],71543,39599,113400,40641,96048,45015,161770,43587
1177,[08:49:58.879],82880,45706,106010,44337,101930,43713,163680,43360
1178,[08:49:58.939],83908,44267,100930,37135,105430,42790,138350,42697
1179,[08:49:58.999],95731,46146,110560,41937,115550,45503,159220,42141
1180,[08:49:59.059],93757,42757,110860,44922,95244,43957,150530,43030
1181,[08:49:59.119],89882,40798,107770,42312,99320,45554,166990,43364
1182,[08:49:59.179],90733,42988,93866,43490,108360,41732,169700,44484
1183,[08:49:59.239],90219,42911,108820,43875,94609,44783,162060,47382
1184,[08:49:59.299],94187,41973,98860,43777,105990,45443,176130,44090
1185,[08:49:59.359],82822,43689,100780,45214,98992,43412,161730,43377
1186,[08:49:59.419],85639,42541,109340,43106,100200,45952,161110,42407
1187,[08:49:59.479],84058,44457,107450,44018,99624,43517,153520,43211
1188,[08:49:59.539],83073,43632,120450,39844,100580,44826,176610,44179
1189,[08:49:59.599],80757,47370,107470,45996,100640,44450,140340,45157
1190,[08:49:59.659],78942,42528,88676,41220,108030,43569,150500,39928
1191,[08:49:59.719],84928,44094,105060,43784,111930,44181,171510,43776
1192,[08:49:59.779],78650,42647,91964,43091,102450,42654,152160,43404
1193,[08:49:59.839],92955,44077,98195,44001,104260,46932,149150,41780
1194,[08:49:59.900],90955,42140,112530,40970,101070,44900,155300,45343
1195,[08:49:59.959],92910,42447,91381,46081,106630,44628,155560,43789
1196,[08:50:00.019],81217,43999,103070,42990,92834,45122,168350,42541
1197,[08:50:00.079],85328,44010,110370,45083,103020,40542,177080,37736
1198,[08:50:00.139],73761,44087,115050,44305,102170,42901,167410,44225
1199,[08:50:00.199],86671,37397,106550,46010,102030,43091,162740,44699
1200,[08:50:00.259],88454,43189,106720,42030,110410,39121,148940,39417
1201,[08:50:00.320],81658,43428,95025,43707,108610,46471,165470,43943
1202,[08:50:00.380],82228,42921,92036,41881,107820,43051,168510,43541
1203,[08:50:00.439],79903,42562,88116,41864,106110,43626,157340,43171
1204,[08:50:00.499],85216,45185,108360,42405,112300,43901,155420,45157
1205,[08:50:00.559],71956,45152,96122,43916,92133,43953,154420,43923
1206,[08:50:00.619],87791,43822,106420,45138,110310,44331,163390,41731
1207,[08:50:00.679],91781,42737,100740,43843,96971,43289,145010,45308
1208,[08:50:00.739],79638,45548,101170,45962,108150,44786,168350,44670
1209,[08:50:00.799],84772,43802,106080,45921,107260,39500,154850,41494
1210,[08:50:00.860],88924,43371,108980,45062,116220,45011,162490,42409
1211,[08:50:00.920],90173,43490,102190,45099,103010,44184,171090,42989
1212,[08:50:00.979],86006,43297,104490,41884,108070,40949,171680,44333
1213,[08:50:01.039],86280,44149,101790,44388,89721,44651,162790,44428
1214,[08:50:01.099],88782,42316,105090,45542,99594,46813,155360,44130
1215,[08:50:01.160],87830,44650,96994,43386,100010,43643,168090,43356
1216,[08:50:01.220],77135,43363,96272,42695,106590,41483,160430,43188
1217,[08:50:01.280],94769,45148,100240,42886,105910,44560,153520,44546
1218,[08:50:01.340],97088,45172,98512,42628,101990,46263,162960,46692
1219,[08:50:01.400],85287,44283,97312,43378,101160,44122,149710,38526
1220,[08:50:01.459],92303,44564,97960,40740,97275,40739,152240,47863
1221,[08:50:01.519],90507,43900,109190,42267,103640,44118,169920,42685
1222,[08:50:01.579],82040,43918,96352,43546,104920,43509,162280,43075
1223,[08:50:01.639],87424,42468,106560,39435,102870,43839,162150,43729
1224,[08:50:01.699],79566,42825,92701,45173,102850,42991,176310,43398
1225,[08:50:01.760],96486,43752,101460,44991,98038,44528,165360,44959
1226,[08:50:01.820],82320,44451,101440,43995,100460,45279,161280,46246
1227,[08:50:01.880],87294,44450,106220,42974,100510,44552,166010,40797
1228,[08:50:01.940],93614,45087,90655,42876,109720,44424,162660,41359
1229,[08:50:02.000],88153,43639,90886,42531,93378,37007,162260,43115
1230,[08:50:02.060],83940,41260,107910,38583,104200,44317,166890,40025
1231,[08:50:02.120],85671,41021,103090,42766,96867,44098,141960,46650
1232,[08:50:02.179],80104,43935,99746,44780,107070,45556,155250,41815
1233,[08:50:02.240],91843,44505,112870,42826,104620,44751,168480,43361
1234,[08:50:02.300],97588,45760,90923,41552,103510,43625,145760,43201
1235,[08:50:02.359],83833,43966,108150,45581,95696,45198,154320,45608
1236,[08:50:02.420],88659,43309,110380,41837,98647,43524,160500,43397
1237,[08:50:02.480],81946,41913,113300,42804,99847,43870,161020,42813
1238,[08:50:02.540],89872,45422,90781,40886,101480,44497,162710,44970
1239,[08:50:02.600],89791,45840,97396,44155,96870,43428,154150,41512
1240,[08:50:02.660],89103,43091,99104,40011,101570,44114,158760,44250
1241,[08:50:02.720],76123,38466,100200,42549,95639,44898,164800,46479
1242,[08:50:02.781],93806,42627,97070,37406,101430,42624,171620,43370
1243,[08:50:02.840],84788,44674,97294,45057,101820,44823,166100,44744
1244,[08:50:02.900],99315,43818,99610,44315,108350,41687,160630,44810
1245,[08:50:02.960],82169,45596,107880,41884,97724,44084,150000,43116
1246,[08:50:03.020],80228,43674,104830,44867,104100,40455,162700,43926
1247,[08:50:03.080],77849,42948,92728,43125,103370,44884,165370,43671
1248,[08:50:03.140],75037,44564,90350,45046,104270,44791,142670,39164
1249,[08:50:03.200],86013,45493,101670,41797,105120,44668,157670,41896
1250,[08:50:03.260],83964,44665,107170,43907,114520,44857,166660,42772
1251,[08:50:03.320],83309,45845,118300,39288,98806,39020,159410,43619
1252,[08:50:03.381],90253,42093,111380,43230,94667,44349,165870,42770
1253,[08:50:03.440],87476,45509,101960,45744,111320,42770,155830,42016
1254,[08:50:03.500],83054,45874,119380,42288,108630,45379,155260,44527
1255,[08:50:03.560],90156,45745,122310,45126,106020,42891,152300,45334
1256,[08:50:03.620],86911,44339,96286,44493,114340,44124,168010,43426
1257,[08:50:03.680],86496,47770,107340,42072,103520,45813,162350,44641
1258,[08:50:03.741],86512,43714,101360,43734,92782,44118,163910,43875
1259,[08:50:03.801],87252,42063,102430,41736,96789,43108,163630,43452
1260,[08:50:03.860],89249,44488,96978,43560,96057,45257,150930,45392
1261,[08:50:03.920],88042,37804,105830,42852,94266,46713,165450,42986
1262,[08:50:03.980],83098,43112,100240,44063,110070,45786,173730,44834
1263,[08:50:04.040],80621,43981,95188,43471,106980,45587,163300,42694
1264,[08:50:04.101],88700,43718,117720,44054,95565,44813,155420,43368
1265,[08:50:04.161],87667,43565,109360,43440,100330,43273,143800,42934
1266,[08:50:04.220],93532,43388,103630,39461,113550,43490,160390,42865
1267,[08:50:04.280],80151,42794,101700,44725,94408,47374,138780,43702
1268,[08:50:04.340],88188,43800,96831,43828,95568,44101,165920,44616
1269,[08:50:04.400],80384,44389,96887,45406,99359,42595,158000,41582
1270,[08:50:04.460],84863,42392,104520,43944,91521,45437,154340,40957
1271,[08:50:04.520],76588,43333,93578,43479,93566,44097,155240,42702
1272,[08:50:04.580],82769,44322,99467,42788,107950,44842,167210,43702
1273,[08:50:04.641],87900,46034,96298,44606,99628,42420,162400,44253
1274,[08:50:04.700],88486,42026,96876,42933,100070,45278,167580,42175
1275,[08:50:04.760],83775,42873,95669,42906,98743,43547,149270,44267
1276,[08:50:04.820],89504,42842,93080,43965,102910,44169,164310,43373
1277,[08:50:04.880],88336,44654,108310,40691,98880,43976,158300,44697
1278,[08:50:04.941],87254,42591,96458,43077,98498,43729,160880,43427
1279,[08:50:05.000],90214,42815,101550,44372,93430,43687,164030,44110
1280,[08:50:05.060],90920,43898,91404,44575,94022,42229,167080,42726
1281,[08:50:05.120],97513,45052,106680,41892,109970,43289,163760,44096
1282,[08:50:05.180],89412,44541,105890,44139,97039,37942,157050,44073
1283,[08:50:05.240],93688,44072,99472,44667,100850,45292,153210,46026
1284,[08:50:05.300],88019,42148,96760,45813,105180,44846,157880,46722
1285,[08:50:05.360],88008,41412,88273,44408,113150,44388,191980,40523
1286,[08:50:05.421],88018,44330,99481,44662,102270,42441,160950,43852
1287,[08:50:05.480],82650,43151,103230,44107,100460,44070,167150,42539
1288,[08:50:05.540],81484,42185,99751,44559,105300,43542,152140,43788
1289,[08:50:05.601],79702,43787,109220,42588,108630,45193,163530,45995
1290,[08:50:05.661],96880,43812,85861,43043,108360,43485,151700,38833
1291,[08:50:05.720],81305,42424,103470,45265,99978,37890,159820,43722
1292,[08:50:05.780],83389,41249,108350,44650,106780,45067,151780,43987
1293,[08:50:05.840],94766,43571,90836,39624,102230,43824,150850,42045
1294,[08:50:05.900],91286,44091,108220,44378,88447,44854,160870,43511
1295,[08:50:05.961],84247,46214,97674,43902,101570,41959,153540,43797
1296,[08:50:06.020],91527,43871,105140,44584,122980,43820,157070,43178
1297,[08:50:06.080],79280,42930,107860,43928,108340,43479,162600,43444
1298,[08:50:06.141],76584,42263,103640,44459,98370,42358,169880,45411
1299,[08:50:06.200],80173,39749,97609,44867,104510,43324,158490,43502
1300,[08:50:06.260],86764,43399,102540,42110,102220,44188,163150,42582
1301,[08:50:06.320],77542,42301,117860,44020,91182,44910,170540,44080
1302,[08:50:06.380],84464,39686,100030,43742,109170,43954,148410,44017
1303,[08:50:06.440],83652,43942,102710,41926,105860,44824,162510,41512
1304,[08:50:06.501],84426,41175,103660,45191,101350,45510,183430,42326
1305,[08:50:06.561],77359,43740,101370,44317,102850,44802,158250,45540
1306,[08:50:06.620],97749,45324,100180,39753,109920,44386,146640,43230
1307,[08:50:06.680],77504,44682,108370,42627,96510,45145,161090,43819
1308,[08:50:06.740],94500,41798,104490,44012,104590,45875,151280,43720
1309,[08:50:06.800],89963,42107,110090,44059,97337,42452,144510,41426
1310,[08:50:06.860],73006,40116,101420,43388,102460,44611,143130,42146
1311,[08:50:06.921],81711,44717,107860,43228,100970,41068,168740,37656
1312,[08:50:06.980],89281,44564,109720,43244,102140,45517,152180,42796
1313,[08:50:07.040],87190,42829,107400,44533,108460,42872,181750,42749
1314,[08:50:07.101],85797,45838,105690,45737,99790,41777,149660,45279
1315,[08:50:07.160],94784,44728,99514,45189,99317,45617,162080,39937
1316,[08:50:07.221],76785,44417,104280,40437,98345,40391,159040,44214
1317,[08:50:07.280],90583,39979,104760,42799,88218,38301,169300,43091
1318,[08:50:07.340],87906,43222,114620,36241,105160,43809,150040,45043
1319,[08:50:07.401],88613,41040,91824,44096,102430,44036,177190,45734
1320,[08:50:07.460],92074,44020,107180,44360,115000,44154,154670,44110
1321,[08:50:07.520],84382,44788,103980,44131,101750,41176,167560,43617
1322,[08:50:07.580],89507,41515,107360,43692,100230,41772,161100,44456
1323,[08:50:07.640],86312,42242,100250,39771,97043,46218,176820,43019
1324,[08:50:07.701],88466,46389,97926,43711,113810,42998,167080,43612
1325,[08:50:07.760],90152,44592,99237,42434,101540,43985,174140,43486
1326,[08:50:07.820],88771,43108,104090,43981,108960,44915,164360,37821
1327,[08:50:07.881],83972,43605,95975,44081,111880,43119,165390,40610
1328,[08:50:07.940],91501,43005,113310,39778,108730,42474,163710,44645
1329,[08:50:08.001],81965,44370,91815,41713,104950,44148,166470,44792
1330,[08:50:08.060],89779,44304,99360,40957,113260,46136,166730,42332
1331,[08:50:08.120],83555,45666,103640,42976,109760,43032,164380,42795
1332,[08:50:08.180],88490,44846,99416,43848,107290,43447,155180,43433
1333,[08:50:08.241],90088,42803,113250,42392,95099,43060,165940,39597
1334,[08:50:08.301],85897,45718,114330,43206,103790,44585,173120,45175
1335,[08:50:08.360],86110,45718,109000,45460,93902,45649,156340,43605
1336,[08:50:08.420],81526,42304,111350,43797,101740,44348,170300,44075
1337,[08:50:08.481],85208,44326,111580,41887,102790,43389,182020,41658
1338,[08:50:08.540],89680,45444,111620,44637,102490,41335,155390,43135
1339,[08:50:08.601],84236,38001,96056,42275,116450,44253,161080,42051
1340,[08:50:08.661],94702,45026,93032,42451,103470,44925,152830,39770
1341,[08:50:08.721],93721,42308,92660,42237,101220,44350,162790,44777
1342,[08:50:08.781],95598,44764,88860,43731,105410,43534,170120,42508
1343,[08:50:08.842],85676,43056,96912,43662,90374,44441,170960,40889
1344,[08:50:08.901],90136,43919,104540,42639,93464,40170,166830,38848
1345,[08:50:08.961],84979,43785,98005,42438,105970,44308,154710,44560
1346,[08:50:09.021],85310,42607,101640,43980,90350,41207,148260,44168
1347,[08:50:09.081],79240,44232,94166,45307,109180,43832,133530,43648
1348,[08:50:09.140],93880,44040,111740,43787,108120,45710,163270,42835
1349,[08:50:09.201],87614,41324,99554,41338,106100,41767,159330,43307
1350,[08:50:09.261],90655,42644,97950,44312,97249,45043,166060,44101
1351,[08:50:09.321],80146,44671,101870,45377,95779,44427,168170,42137
1352,[08:50:09.381],85385,42816,102000,43448,109580,44090,149610,38605
1353,[08:50:09.441],90740,44570,112450,43310,112900,42891,163750,43349
1354,[08:50:09.501],85199,43251,105270,44800,100600,45386,153720,43641
1355,[08:50:09.561],83051,43997,102330,41773,106880,42492,159320,41083
1356,[08:50:09.621],77516,42357,92656,43697,106380,43347,147630,38295
1357,[08:50:09.681],77668,43241,105160,45732,99218,42262,171780,45225
1358,[08:50:09.741],81741,44299,94836,43703,106390,44825,144350,42006
1359,[08:50:09.801],89182,44858,105700,42977,104290,44820,168910,41453
1360,[08:50:09.861],87536,40353,104220,41272,91614,43697,167890,43354
1361,[08:50:09.921],89577,43896,95694,43375,98318,45365,158360,43624
1362,[08:50:09.981],90300,40401,103980,43848,103320,41241,153650,43227
1363,[08:50:10.041],92936,41838,106080,43482,111150,43341,173000,43767
1364,[08:50:10.101],87145,41023,100510,43762,96543,42978,172730,42892
1365,[08:50:10.162],83073,43283,88711,42320,98278,44346,154650,43257
1366,[08:50:10.221],87130,43463,105580,44750,100810,42045,167510,45012
1367,[08:50:10.281],76304,43220,116190,43945,95820,44296,155070,43062
1368,[08:50:10.341],87364,43377,97284,44313,85950,42722,145540,44455
1369,[08:50:10.401],83363,41693,100190,42707,108350,41567,170980,42369
1370,[08:50:10.461],82745,45175,90548,42098,105110,41793,171930,39357
1371,[08:50:10.521],91334,42936,97249,44250,103410,43014,159120,42186
1372,[08:50:10.581],86812,40355,110770,44695,105240,43374,157370,43434
1373,[08:50:10.641],90631,43605,97754,39532,102260,43409,169490,42610
1374,[08:50:10.701],92680,42866,92182,43943,101770,45432,168720,43808
1375,[08:50:10.761],88022,44240,96188,41244,103130,44118,157500,43990
1376,[08:50:10.821],91835,42086,107460,44061,96682,41802,151540,41768
1377,[08:50:10.881],89408,37599,112000,42118,100700,43182,155140,44944
1378,[08:50:10.941],84140,43723,107870,40806,94060,44210,169770,42076
1379,[08:50:11.001],94104,44428,110080,43300,110440,44533,170710,42371
1380,[08:50:11.061],90586,43014,109770,41758,96712,41108,156700,41329
1381,[08:50:11.122],86954,41844,101810,42062,94794,42746,153080,42664
1382,[08:50:11.181],93361,47310,107200,44007,98404,43235,162550,42468
1383,[08:50:11.242],83295,43824,105620,44602,97858,42182,161120,41405
